subject,session,run,n_all_four_class_trials,n_candidate_trials,n_source_artifact_flags_all_classes,n_flagged_trials,n_rejected_trials,n_kept_trials,n_times_per_epoch,n_eeg_channels,sampling_rate_hz,artifact_policy,class_counts_candidate,class_counts_flagged,class_counts_kept,eeg_channel_names,n_class_1_candidate,n_class_1_flagged,n_class_1_kept,n_class_2_candidate,n_class_2_flagged,n_class_2_kept,n_class_3_candidate,n_class_3_flagged,n_class_3_kept,n_class_4_candidate,n_class_4_flagged,n_class_4_kept
8,0train,5,48,48,3,3,0,48,750,22,250.0,include_all,"{""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12}","{""1"": 0, ""2"": 1, ""3"": 0, ""4"": 2}","{""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12}","[""Fz"", ""FC3"", ""FC1"", ""FCz"", ""FC2"", ""FC4"", ""C5"", ""C3"", ""C1"", ""Cz"", ""C2"", ""C4"", ""C6"", ""CP3"", ""CP1"", ""CPz"", ""CP2"", ""CP4"", ""P1"", ""Pz"", ""P2"", ""POz""]",12,0,12,12,1,12,12,0,12,12,2,12
8,1test,0,48,48,3,3,0,48,750,22,250.0,include_all,"{""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12}","{""1"": 1, ""2"": 0, ""3"": 1, ""4"": 1}","{""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12}","[""Fz"", ""FC3"", ""FC1"", ""FCz"", ""FC2"", ""FC4"", ""C5"", ""C3"", ""C1"", ""Cz"", ""C2"", ""C4"", ""C6"", ""CP3"", ""CP1"", ""CPz"", ""CP2"", ""CP4"", ""P1"", ""Pz"", ""P2"", ""POz""]",12,1,12,12,0,12,12,1,12,12,1,12
8,1test,1,48,48,3,3,0,48,750,22,250.0,include_all,"{""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12}","{""1"": 0, ""2"": 1, ""3"": 1, ""4"": 1}","{""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12}","[""Fz"", ""FC3"", ""FC1"", ""FCz"", ""FC2"", ""FC4"", ""C5"", ""C3"", ""C1"", ""Cz"", ""C2"", ""C4"", ""C6"", ""CP3"", ""CP1"", ""CPz"", ""CP2"", ""CP4"", ""P1"", ""Pz"", ""P2"", ""POz""]",12,0,12,12,1,12,12,1,12,12,1,12
8,1test,2,48,48,1,1,0,48,750,22,250.0,include_all,"{""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12}","{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 1}","{""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12}","[""Fz"", ""FC3"", ""FC1"", ""FCz"", ""FC2"", ""FC4"", ""C5"", ""C3"", ""C1"", ""Cz"", ""C2"", ""C4"", ""C6"", ""CP3"", ""CP1"", ""CPz"", ""CP2"", ""CP4"", ""P1"", ""Pz"", ""P2"", ""POz""]",12,0,12,12,0,12,12,0,12,12,1,12
8,1test,3,48,48,3,3,0,48,750,22,250.0,include_all,"{""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12}","{""1"": 2, ""2"": 0, ""3"": 0, ""4"": 1}","{""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12}","[""Fz"", ""FC3"", ""FC1"", ""FCz"", ""FC2"", ""FC4"", ""C5"", ""C3"", ""C1"", ""Cz"", ""C2"", ""C4"", ""C6"", ""CP3"", ""CP1"", ""CPz"", ""CP2"", ""CP4"", ""P1"", ""Pz"", ""P2"", ""POz""]",12,2,12,12,0,12,12,0,12,12,1,12
8,1test,4,48,48,1,1,0,48,750,22,250.0,include_all,"{""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12}","{""1"": 0, ""2"": 1, ""3"": 0, ""4"": 0}","{""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12}","[""Fz"", ""FC3"", ""FC1"", ""FCz"", ""FC2"", ""FC4"", ""C5"", ""C3"", ""C1"", ""Cz"", ""C2"", ""C4"", ""C6"", ""CP3"", ""CP1"", ""CPz"", ""CP2"", ""CP4"", ""P1"", ""Pz"", ""P2"", ""POz""]",12,0,12,12,1,12,12,0,12,12,0,12
8,1test,5,48,48,6,6,0,48,750,22,250.0,include_all,"{""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12}","{""1"": 3, ""2"": 2, ""3"": 1, ""4"": 0}","{""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12}","[""Fz"", ""FC3"", ""FC1"", ""FCz"", ""FC2"", ""FC4"", ""C5"", ""C3"", ""C1"", ""Cz"", ""C2"", ""C4"", ""C6"", ""CP3"", ""CP1"", ""CPz"", ""CP2"", ""CP4"", ""P1"", ""Pz"", ""P2"", ""POz""]",12,3,12,12,2,12,12,1,12,12,0,12
9,0train,0,48,48,11,11,0,48,750,22,250.0,include_all,"{""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12}","{""1"": 4, ""2"": 0, ""3"": 4, ""4"": 3}","{""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12}","[""Fz"", ""FC3"", ""FC1"", ""FCz"", ""FC2"", ""FC4"", ""C5"", ""C3"", ""C1"", ""Cz"", ""C2"", ""C4"", ""C6"", ""CP3"", ""CP1"", ""CPz"", ""CP2"", ""CP4"", ""P1"", ""Pz"", ""P2"", ""POz""]",12,4,12,12,0,12,12,4,12,12,3,12
9,0train,1,48,48,11,11,0,48,750,22,250.0,include_all,"{""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12}","{""1"": 3, ""2"": 2, ""3"": 3, ""4"": 3}","{""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12}","[""Fz"", ""FC3"", ""FC1"", ""FCz"", ""FC2"", ""FC4"", ""C5"", ""C3"", ""C1"", ""Cz"", ""C2"", ""C4"", ""C6"", ""CP3"", ""CP1"", ""CPz"", ""CP2"", ""CP4"", ""P1"", ""Pz"", ""P2"", ""POz""]",12,3,12,12,2,12,12,3,12,12,3,12
9,0train,2,48,48,7,7,0,48,750,22,250.0,include_all,"{""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12}","{""1"": 2, ""2"": 4, ""3"": 0, ""4"": 1}","{""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12}","[""Fz"", ""FC3"", ""FC1"", ""FCz"", ""FC2"", ""FC4"", ""C5"", ""C3"", ""C1"", ""Cz"", ""C2"", ""C4"", ""C6"", ""CP3"", ""CP1"", ""CPz"", ""CP2"", ""CP4"", ""P1"", ""Pz"", ""P2"", ""POz""]",12,2,12,12,4,12,12,0,12,12,1,12
9,0train,3,48,48,6,6,0,48,750,22,250.0,include_all,"{""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12}","{""1"": 2, ""2"": 0, ""3"": 2, ""4"": 2}","{""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12}","[""Fz"", ""FC3"", ""FC1"", ""FCz"", ""FC2"", ""FC4"", ""C5"", ""C3"", ""C1"", ""Cz"", ""C2"", ""C4"", ""C6"", ""CP3"", ""CP1"", ""CPz"", ""CP2"", ""CP4"", ""P1"", ""Pz"", ""P2"", ""POz""]",12,2,12,12,0,12,12,2,12,12,2,12
9,0train,4,48,48,10,10,0,48,750,22,250.0,include_all,"{""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12}","{""1"": 5, ""2"": 2, ""3"": 1, ""4"": 2}","{""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12}","[""Fz"", ""FC3"", ""FC1"", ""FCz"", ""FC2"", ""FC4"", ""C5"", ""C3"", ""C1"", ""Cz"", ""C2"", ""C4"", ""C6"", ""CP3"", ""CP1"", ""CPz"", ""CP2"", ""CP4"", ""P1"", ""Pz"", ""P2"", ""POz""]",12,5,12,12,2,12,12,1,12,12,2,12
9,0train,5,48,48,6,6,0,48,750,22,250.0,include_all,"{""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12}","{""1"": 3, ""2"": 1, ""3"": 1, ""4"": 1}","{""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12}","[""Fz"", ""FC3"", ""FC1"", ""FCz"", ""FC2"", ""FC4"", ""C5"", ""C3"", ""C1"", ""Cz"", ""C2"", ""C4"", ""C6"", ""CP3"", ""CP1"", ""CPz"", ""CP2"", ""CP4"", ""P1"", ""Pz"", ""P2"", ""POz""]",12,3,12,12,1,12,12,1,12,12,1,12
9,1test,0,48,48,3,3,0,48,750,22,250.0,include_all,"{""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12}","{""1"": 0, ""2"": 2, ""3"": 0, ""4"": 1}","{""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12}","[""Fz"", ""FC3"", ""FC1"", ""FCz"", ""FC2"", ""FC4"", ""C5"", ""C3"", ""C1"", ""Cz"", ""C2"", ""C4"", ""C6"", ""CP3"", ""CP1"", ""CPz"", ""CP2"", ""CP4"", ""P1"", ""Pz"", ""P2"", ""POz""]",12,0,12,12,2,12,12,0,12,12,1,12
9,1test,1,48,48,1,1,0,48,750,22,250.0,include_all,"{""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12}","{""1"": 1, ""2"": 0, ""3"": 0, ""4"": 0}","{""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12}","[""Fz"", ""FC3"", ""FC1"", ""FCz"", ""FC2"", ""FC4"", ""C5"", ""C3"", ""C1"", ""Cz"", ""C2"", ""C4"", ""C6"", ""CP3"", ""CP1"", ""CPz"", ""CP2"", ""CP4"", ""P1"", ""Pz"", ""P2"", ""POz""]",12,1,12,12,0,12,12,0,12,12,0,12
9,1test,2,48,48,5,5,0,48,750,22,250.0,include_all,"{""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12}","{""1"": 0, ""2"": 2, ""3"": 2, ""4"": 1}","{""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12}","[""Fz"", ""FC3"", ""FC1"", ""FCz"", ""FC2"", ""FC4"", ""C5"", ""C3"", ""C1"", ""Cz"", ""C2"", ""C4"", ""C6"", ""CP3"", ""CP1"", ""CPz"", ""CP2"", ""CP4"", ""P1"", ""Pz"", ""P2"", ""POz""]",12,0,12,12,2,12,12,2,12,12,1,12
9,1test,3,48,48,5,5,0,48,750,22,250.0,include_all,"{""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12}","{""1"": 2, ""2"": 0, ""3"": 1, ""4"": 2}","{""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12}","[""Fz"", ""FC3"", ""FC1"", ""FCz"", ""FC2"", ""FC4"", ""C5"", ""C3"", ""C1"", ""Cz"", ""C2"", ""C4"", ""C6"", ""CP3"", ""CP1"", ""CPz"", ""CP2"", ""CP4"", ""P1"", ""Pz"", ""P2"", ""POz""]",12,2,12,12,0,12,12,1,12,12,2,12
9,1test,4,48,48,5,5,0,48,750,22,250.0,include_all,"{""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12}","{""1"": 2, ""2"": 2, ""3"": 0, ""4"": 1}","{""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12}","[""Fz"", ""FC3"", ""FC1"", ""FCz"", ""FC2"", ""FC4"", ""C5"", ""C3"", ""C1"", ""Cz"", ""C2"", ""C4"", ""C6"", ""CP3"", ""CP1"", ""CPz"", ""CP2"", ""CP4"", ""P1"", ""Pz"", ""P2"", ""POz""]",12,2,12,12,2,12,12,0,12,12,1,12
9,1test,5,48,48,5,5,0,48,750,22,250.0,include_all,"{""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12}","{""1"": 2, ""2"": 1, ""3"": 0, ""4"": 2}","{""1"": 12, ""2"": 12, ""3"": 12, ""4"": 12}","[""Fz"", ""FC3"", ""FC1"", ""FCz"", ""FC2"", ""FC4"", ""C5"", ""C3"", ""C1"", ""Cz"", ""C2"", ""C4"", ""C6"", ""CP3"", ""CP1"", ""CPz"", ""CP2"", ""CP4"", ""P1"", ""Pz"", ""P2"", ""POz""]",12,2,12,12,1,12,12,0,12,12,2,12
