sample_id,subject,session,run,trial,label,event_sample,artifact_flagged
s04_0train_r5_t30,4,0train,5,30,2,58234,False
s04_0train_r5_t31,4,0train,5,31,1,60305,False
s04_0train_r5_t32,4,0train,5,32,1,62412,False
s04_0train_r5_t34,4,0train,5,34,2,66595,False
s04_0train_r5_t35,4,0train,5,35,1,68638,False
s04_0train_r5_t37,4,0train,5,37,2,72722,False
s04_0train_r5_t38,4,0train,5,38,2,74694,False
s04_0train_r5_t40,4,0train,5,40,1,78582,False
s04_0train_r5_t46,4,0train,5,46,1,90584,False
s04_0train_r5_t47,4,0train,5,47,2,92698,False
s04_0train_r5_t48,4,0train,5,48,1,94757,False
s04_1test_r0_t03,4,1test,0,3,2,4171,False
s04_1test_r0_t04,4,1test,0,4,1,6123,False
s04_1test_r0_t05,4,1test,0,5,1,8131,False
s04_1test_r0_t06,4,1test,0,6,2,10242,False
s04_1test_r0_t09,4,1test,0,9,2,16140,False
s04_1test_r0_t11,4,1test,0,11,1,20044,False
s04_1test_r0_t12,4,1test,0,12,1,21939,False
s04_1test_r0_t13,4,1test,0,13,1,23911,False
s04_1test_r0_t15,4,1test,0,15,2,27822,False
s04_1test_r0_t16,4,1test,0,16,2,29942,False
s04_1test_r0_t17,4,1test,0,17,1,31950,False
s04_1test_r0_t18,4,1test,0,18,1,34016,False
s04_1test_r0_t20,4,1test,0,20,1,38118,False
s04_1test_r0_t21,4,1test,0,21,2,40188,False
s04_1test_r0_t25,4,1test,0,25,1,48164,True
s04_1test_r0_t28,4,1test,0,28,2,54233,False
s04_1test_r0_t31,4,1test,0,31,2,60305,False
s04_1test_r0_t32,4,1test,0,32,1,62412,True
s04_1test_r0_t33,4,1test,0,33,2,64504,True
s04_1test_r0_t39,4,1test,0,39,1,76657,False
s04_1test_r0_t41,4,1test,0,41,2,80663,False
s04_1test_r0_t43,4,1test,0,43,2,84631,True
s04_1test_r0_t46,4,1test,0,46,2,90584,False
s04_1test_r0_t48,4,1test,0,48,1,94757,False
s04_1test_r1_t01,4,1test,1,1,1,250,False
s04_1test_r1_t02,4,1test,1,2,1,2253,False
s04_1test_r1_t04,4,1test,1,4,2,6123,False
s04_1test_r1_t05,4,1test,1,5,1,8131,False
s04_1test_r1_t07,4,1test,1,7,1,12159,False
s04_1test_r1_t09,4,1test,1,9,2,16140,False
s04_1test_r1_t11,4,1test,1,11,1,20044,False
s04_1test_r1_t14,4,1test,1,14,1,25855,False
s04_1test_r1_t16,4,1test,1,16,2,29942,True
s04_1test_r1_t21,4,1test,1,21,1,40188,False
s04_1test_r1_t23,4,1test,1,23,2,44180,False
s04_1test_r1_t25,4,1test,1,25,2,48164,True
s04_1test_r1_t26,4,1test,1,26,1,50125,False
s04_1test_r1_t28,4,1test,1,28,2,54233,True
s04_1test_r1_t29,4,1test,1,29,1,56208,False
s04_1test_r1_t32,4,1test,1,32,1,62412,False
s04_1test_r1_t36,4,1test,1,36,2,70702,False
s04_1test_r1_t37,4,1test,1,37,1,72722,False
s04_1test_r1_t38,4,1test,1,38,2,74694,True
s04_1test_r1_t40,4,1test,1,40,2,78582,False
s04_1test_r1_t43,4,1test,1,43,2,84631,False
s04_1test_r1_t44,4,1test,1,44,2,86750,False
s04_1test_r1_t45,4,1test,1,45,2,88656,False
s04_1test_r1_t48,4,1test,1,48,1,94757,False
s04_1test_r2_t01,4,1test,2,1,2,250,False
s04_1test_r2_t03,4,1test,2,3,1,4171,False
s04_1test_r2_t07,4,1test,2,7,1,12159,False
s04_1test_r2_t08,4,1test,2,8,1,14209,False
s04_1test_r2_t10,4,1test,2,10,2,18138,True
s04_1test_r2_t14,4,1test,2,14,2,25855,False
s04_1test_r2_t15,4,1test,2,15,1,27822,False
s04_1test_r2_t17,4,1test,2,17,2,31950,False
s04_1test_r2_t19,4,1test,2,19,1,36052,False
s04_1test_r2_t22,4,1test,2,22,2,42268,False
s04_1test_r2_t25,4,1test,2,25,1,48164,False
s04_1test_r2_t26,4,1test,2,26,2,50125,False
s04_1test_r2_t27,4,1test,2,27,2,52229,False
s04_1test_r2_t30,4,1test,2,30,2,58234,True
s04_1test_r2_t31,4,1test,2,31,1,60305,False
s04_1test_r2_t32,4,1test,2,32,1,62412,False
s04_1test_r2_t34,4,1test,2,34,2,66595,False
s04_1test_r2_t35,4,1test,2,35,1,68638,False
s04_1test_r2_t37,4,1test,2,37,2,72722,False
s04_1test_r2_t38,4,1test,2,38,2,74694,True
s04_1test_r2_t40,4,1test,2,40,1,78582,True
s04_1test_r2_t46,4,1test,2,46,1,90584,False
s04_1test_r2_t47,4,1test,2,47,2,92698,False
s04_1test_r2_t48,4,1test,2,48,1,94757,True
s04_1test_r3_t01,4,1test,3,1,2,250,False
s04_1test_r3_t02,4,1test,3,2,1,2253,False
s04_1test_r3_t03,4,1test,3,3,1,4171,True
s04_1test_r3_t06,4,1test,3,6,2,10242,False
s04_1test_r3_t09,4,1test,3,9,1,16140,False
s04_1test_r3_t11,4,1test,3,11,1,20044,False
s04_1test_r3_t12,4,1test,3,12,1,21939,False
s04_1test_r3_t13,4,1test,3,13,2,23911,False
s04_1test_r3_t16,4,1test,3,16,2,29942,False
s04_1test_r3_t22,4,1test,3,22,2,42268,False
s04_1test_r3_t23,4,1test,3,23,2,44180,False
s04_1test_r3_t25,4,1test,3,25,1,48164,False
s04_1test_r3_t26,4,1test,3,26,2,50125,False
s04_1test_r3_t27,4,1test,3,27,2,52229,False
s04_1test_r3_t28,4,1test,3,28,2,54233,False
s04_1test_r3_t31,4,1test,3,31,1,60305,False
s04_1test_r3_t33,4,1test,3,33,1,64504,False
s04_1test_r3_t35,4,1test,3,35,1,68638,False
s04_1test_r3_t37,4,1test,3,37,1,72722,True
s04_1test_r3_t39,4,1test,3,39,1,76657,False
s04_1test_r3_t40,4,1test,3,40,2,78582,False
s04_1test_r3_t44,4,1test,3,44,1,86750,True
s04_1test_r3_t45,4,1test,3,45,2,88656,False
s04_1test_r3_t47,4,1test,3,47,2,92698,False
s04_1test_r4_t02,4,1test,4,2,1,2253,False
s04_1test_r4_t04,4,1test,4,4,2,6123,False
s04_1test_r4_t06,4,1test,4,6,1,10242,False
s04_1test_r4_t07,4,1test,4,7,1,12159,True
s04_1test_r4_t10,4,1test,4,10,2,18138,True
s04_1test_r4_t12,4,1test,4,12,2,21939,False
s04_1test_r4_t13,4,1test,4,13,2,23911,True
s04_1test_r4_t14,4,1test,4,14,1,25855,True
s04_1test_r4_t15,4,1test,4,15,2,27822,True
s04_1test_r4_t18,4,1test,4,18,2,34016,False
s04_1test_r4_t19,4,1test,4,19,2,36052,True
s04_1test_r4_t20,4,1test,4,20,2,38118,False
s04_1test_r4_t21,4,1test,4,21,2,40188,False
s04_1test_r4_t26,4,1test,4,26,1,50125,False
s04_1test_r4_t27,4,1test,4,27,2,52229,False
s04_1test_r4_t29,4,1test,4,29,2,56208,False
s04_1test_r4_t30,4,1test,4,30,1,58234,False
s04_1test_r4_t32,4,1test,4,32,1,62412,False
s04_1test_r4_t34,4,1test,4,34,1,66595,True
s04_1test_r4_t35,4,1test,4,35,1,68638,True
s04_1test_r4_t36,4,1test,4,36,1,70702,False
s04_1test_r4_t37,4,1test,4,37,1,72722,True
s04_1test_r4_t41,4,1test,4,41,2,80663,False
s04_1test_r4_t47,4,1test,4,47,1,92698,False
s04_1test_r5_t01,4,1test,5,1,1,250,False
s04_1test_r5_t03,4,1test,5,3,2,4171,True
s04_1test_r5_t10,4,1test,5,10,2,18138,False
s04_1test_r5_t13,4,1test,5,13,1,23911,False
s04_1test_r5_t14,4,1test,5,14,2,25855,False
s04_1test_r5_t15,4,1test,5,15,2,27822,False
s04_1test_r5_t16,4,1test,5,16,2,29942,False
s04_1test_r5_t18,4,1test,5,18,2,34016,True
s04_1test_r5_t22,4,1test,5,22,2,42268,False
s04_1test_r5_t24,4,1test,5,24,1,46211,False
s04_1test_r5_t26,4,1test,5,26,1,50125,False
s04_1test_r5_t29,4,1test,5,29,1,56208,False
s04_1test_r5_t31,4,1test,5,31,1,60305,False
s04_1test_r5_t32,4,1test,5,32,2,62412,False
s04_1test_r5_t33,4,1test,5,33,2,64504,False
s04_1test_r5_t34,4,1test,5,34,1,66595,False
s04_1test_r5_t36,4,1test,5,36,1,70702,False
s04_1test_r5_t40,4,1test,5,40,1,78582,True
s04_1test_r5_t42,4,1test,5,42,2,82641,False
s04_1test_r5_t43,4,1test,5,43,2,84631,False
s04_1test_r5_t44,4,1test,5,44,1,86750,False
s04_1test_r5_t46,4,1test,5,46,1,90584,False
s04_1test_r5_t47,4,1test,5,47,2,92698,False
s04_1test_r5_t48,4,1test,5,48,1,94757,False
s05_0train_r0_t01,5,0train,0,1,1,250,True
s05_0train_r0_t02,5,0train,0,2,2,2253,False
s05_0train_r0_t03,5,0train,0,3,2,4171,False
s05_0train_r0_t04,5,0train,0,4,1,6123,False
s05_0train_r0_t05,5,0train,0,5,2,8131,False
s05_0train_r0_t06,5,0train,0,6,1,10242,False
s05_0train_r0_t07,5,0train,0,7,2,12159,True
s05_0train_r0_t09,5,0train,0,9,2,16140,False
s05_0train_r0_t11,5,0train,0,11,1,20044,False
s05_0train_r0_t13,5,0train,0,13,2,23911,False
s05_0train_r0_t14,5,0train,0,14,1,25855,False
s05_0train_r0_t20,5,0train,0,20,1,38118,False
s05_0train_r0_t22,5,0train,0,22,2,42268,False
s05_0train_r0_t23,5,0train,0,23,1,44180,False
s05_0train_r0_t24,5,0train,0,24,1,46211,True
s05_0train_r0_t27,5,0train,0,27,1,52229,False
s05_0train_r0_t31,5,0train,0,31,1,60305,False
s05_0train_r0_t32,5,0train,0,32,2,62412,False
s05_0train_r0_t33,5,0train,0,33,1,64504,False
s05_0train_r0_t34,5,0train,0,34,2,66595,True
s05_0train_r0_t35,5,0train,0,35,2,68638,False
s05_0train_r0_t36,5,0train,0,36,1,70702,False
s05_0train_r0_t37,5,0train,0,37,2,72722,False
s05_0train_r0_t39,5,0train,0,39,2,76657,False
s05_0train_r1_t03,5,0train,1,3,2,4171,False
s05_0train_r1_t04,5,0train,1,4,1,6123,False
s05_0train_r1_t05,5,0train,1,5,1,8131,False
s05_0train_r1_t06,5,0train,1,6,2,10242,False
s05_0train_r1_t09,5,0train,1,9,2,16140,False
s05_0train_r1_t11,5,0train,1,11,1,20044,False
s05_0train_r1_t12,5,0train,1,12,1,21939,False
s05_0train_r1_t13,5,0train,1,13,1,23911,False
s05_0train_r1_t15,5,0train,1,15,2,27822,False
s05_0train_r1_t16,5,0train,1,16,2,29942,False
s05_0train_r1_t17,5,0train,1,17,1,31950,False
s05_0train_r1_t18,5,0train,1,18,1,34016,False
s05_0train_r1_t20,5,0train,1,20,1,38118,True
s05_0train_r1_t21,5,0train,1,21,2,40188,False
s05_0train_r1_t25,5,0train,1,25,1,48164,False
s05_0train_r1_t28,5,0train,1,28,2,54233,False
s05_0train_r1_t31,5,0train,1,31,2,60305,False
s05_0train_r1_t32,5,0train,1,32,1,62412,False
s05_0train_r1_t33,5,0train,1,33,2,64504,False
s05_0train_r1_t39,5,0train,1,39,1,76657,False
s05_0train_r1_t41,5,0train,1,41,2,80663,False
s05_0train_r1_t43,5,0train,1,43,2,84631,False
s05_0train_r1_t46,5,0train,1,46,2,90584,False
s05_0train_r1_t48,5,0train,1,48,1,94757,False
s05_0train_r2_t01,5,0train,2,1,1,250,False
s05_0train_r2_t02,5,0train,2,2,1,2253,False
s05_0train_r2_t04,5,0train,2,4,2,6123,False
s05_0train_r2_t05,5,0train,2,5,1,8131,False
s05_0train_r2_t07,5,0train,2,7,1,12159,False
s05_0train_r2_t09,5,0train,2,9,2,16140,False
s05_0train_r2_t11,5,0train,2,11,1,20044,False
s05_0train_r2_t14,5,0train,2,14,1,25855,False
s05_0train_r2_t16,5,0train,2,16,2,29942,False
s05_0train_r2_t21,5,0train,2,21,1,40188,False
s05_0train_r2_t23,5,0train,2,23,2,44180,False
s05_0train_r2_t25,5,0train,2,25,2,48164,False
s05_0train_r2_t26,5,0train,2,26,1,50125,False
s05_0train_r2_t28,5,0train,2,28,2,54233,False
s05_0train_r2_t29,5,0train,2,29,1,56208,False
s05_0train_r2_t32,5,0train,2,32,1,62412,False
s05_0train_r2_t36,5,0train,2,36,2,70702,False
s05_0train_r2_t37,5,0train,2,37,1,72722,False
s05_0train_r2_t38,5,0train,2,38,2,74694,False
s05_0train_r2_t40,5,0train,2,40,2,78582,True
s05_0train_r2_t43,5,0train,2,43,2,84631,False
s05_0train_r2_t44,5,0train,2,44,2,86750,False
s05_0train_r2_t45,5,0train,2,45,2,88656,False
s05_0train_r2_t48,5,0train,2,48,1,94757,True
s05_0train_r3_t01,5,0train,3,1,2,250,True
s05_0train_r3_t03,5,0train,3,3,1,4171,True
s05_0train_r3_t07,5,0train,3,7,1,12159,False
s05_0train_r3_t08,5,0train,3,8,1,14209,False
s05_0train_r3_t10,5,0train,3,10,2,18138,False
s05_0train_r3_t14,5,0train,3,14,2,25855,False
s05_0train_r3_t15,5,0train,3,15,1,27822,False
s05_0train_r3_t17,5,0train,3,17,2,31950,False
s05_0train_r3_t19,5,0train,3,19,1,36052,False
s05_0train_r3_t22,5,0train,3,22,2,42268,False
s05_0train_r3_t25,5,0train,3,25,1,48164,False
s05_0train_r3_t26,5,0train,3,26,2,50125,False
s05_0train_r3_t27,5,0train,3,27,2,52229,False
s05_0train_r3_t30,5,0train,3,30,2,58234,True
s05_0train_r3_t31,5,0train,3,31,1,60305,True
s05_0train_r3_t32,5,0train,3,32,1,62412,False
s05_0train_r3_t34,5,0train,3,34,2,66595,False
s05_0train_r3_t35,5,0train,3,35,1,68638,False
s05_0train_r3_t37,5,0train,3,37,2,72722,False
s05_0train_r3_t38,5,0train,3,38,2,74694,False
s05_0train_r3_t40,5,0train,3,40,1,78582,False
s05_0train_r3_t46,5,0train,3,46,1,90584,False
s05_0train_r3_t47,5,0train,3,47,2,92698,False
s05_0train_r3_t48,5,0train,3,48,1,94757,False
s05_0train_r4_t01,5,0train,4,1,2,250,True
s05_0train_r4_t02,5,0train,4,2,1,2253,True
s05_0train_r4_t03,5,0train,4,3,1,4171,True
s05_0train_r4_t06,5,0train,4,6,2,10242,False
s05_0train_r4_t09,5,0train,4,9,1,16140,False
s05_0train_r4_t11,5,0train,4,11,1,20044,True
s05_0train_r4_t12,5,0train,4,12,1,21939,False
s05_0train_r4_t13,5,0train,4,13,2,23911,False
s05_0train_r4_t16,5,0train,4,16,2,29942,False
s05_0train_r4_t22,5,0train,4,22,2,42268,False
s05_0train_r4_t23,5,0train,4,23,2,44180,False
s05_0train_r4_t25,5,0train,4,25,1,48164,False
s05_0train_r4_t26,5,0train,4,26,2,50125,False
s05_0train_r4_t27,5,0train,4,27,2,52229,False
s05_0train_r4_t28,5,0train,4,28,2,54233,False
s05_0train_r4_t31,5,0train,4,31,1,60305,False
s05_0train_r4_t33,5,0train,4,33,1,64504,False
s05_0train_r4_t35,5,0train,4,35,1,68638,False
s05_0train_r4_t37,5,0train,4,37,1,72722,False
s05_0train_r4_t39,5,0train,4,39,1,76657,False
s05_0train_r4_t40,5,0train,4,40,2,78582,False
s05_0train_r4_t44,5,0train,4,44,1,86750,False
s05_0train_r4_t45,5,0train,4,45,2,88656,False
s05_0train_r4_t47,5,0train,4,47,2,92698,False
s05_0train_r5_t02,5,0train,5,2,1,2253,False
s05_0train_r5_t04,5,0train,5,4,2,6123,False
s05_0train_r5_t06,5,0train,5,6,1,10242,False
s05_0train_r5_t07,5,0train,5,7,1,12159,False
s05_0train_r5_t10,5,0train,5,10,2,18138,False
s05_0train_r5_t12,5,0train,5,12,2,21939,False
s05_0train_r5_t13,5,0train,5,13,2,23911,False
s05_0train_r5_t14,5,0train,5,14,1,25855,False
s05_0train_r5_t15,5,0train,5,15,2,27822,False
s05_0train_r5_t18,5,0train,5,18,2,34016,False
s05_0train_r5_t19,5,0train,5,19,2,36052,False
s05_0train_r5_t20,5,0train,5,20,2,38118,False
s05_0train_r5_t21,5,0train,5,21,2,40188,False
s05_0train_r5_t26,5,0train,5,26,1,50125,False
s05_0train_r5_t27,5,0train,5,27,2,52229,False
s05_0train_r5_t29,5,0train,5,29,2,56208,False
s05_0train_r5_t30,5,0train,5,30,1,58234,False
s05_0train_r5_t32,5,0train,5,32,1,62412,False
s05_0train_r5_t34,5,0train,5,34,1,66595,False
s05_0train_r5_t35,5,0train,5,35,1,68638,False
s05_0train_r5_t36,5,0train,5,36,1,70702,False
s05_0train_r5_t37,5,0train,5,37,1,72722,False
s05_0train_r5_t41,5,0train,5,41,2,80663,False
s05_0train_r5_t47,5,0train,5,47,1,92698,False
s05_1test_r0_t01,5,1test,0,1,1,250,False
s05_1test_r0_t02,5,1test,0,2,2,2253,False
s05_1test_r0_t03,5,1test,0,3,2,4171,False
s05_1test_r0_t04,5,1test,0,4,1,6123,False
s05_1test_r0_t05,5,1test,0,5,2,8131,True
s05_1test_r0_t06,5,1test,0,6,1,10242,False
s05_1test_r0_t07,5,1test,0,7,2,12159,True
s05_1test_r0_t09,5,1test,0,9,2,16140,False
s05_1test_r0_t11,5,1test,0,11,1,20044,False
s05_1test_r0_t13,5,1test,0,13,2,23911,False
s05_1test_r0_t14,5,1test,0,14,1,25855,True
s05_1test_r0_t20,5,1test,0,20,1,38118,False
s05_1test_r0_t22,5,1test,0,22,2,42268,True
s05_1test_r0_t23,5,1test,0,23,1,44180,False
s05_1test_r0_t24,5,1test,0,24,1,46211,False
s05_1test_r0_t27,5,1test,0,27,1,52229,False
s05_1test_r0_t31,5,1test,0,31,1,60305,False
s05_1test_r0_t32,5,1test,0,32,2,62412,False
s05_1test_r0_t33,5,1test,0,33,1,64504,False
s05_1test_r0_t34,5,1test,0,34,2,66595,False
s05_1test_r0_t35,5,1test,0,35,2,68638,False
s05_1test_r0_t36,5,1test,0,36,1,70702,False
s05_1test_r0_t37,5,1test,0,37,2,72722,False
s05_1test_r0_t39,5,1test,0,39,2,76657,False
s05_1test_r1_t03,5,1test,1,3,2,4171,True
s05_1test_r1_t04,5,1test,1,4,1,6123,False
s05_1test_r1_t05,5,1test,1,5,1,8131,False
s05_1test_r1_t06,5,1test,1,6,2,10242,False
s05_1test_r1_t09,5,1test,1,9,2,16140,False
s05_1test_r1_t11,5,1test,1,11,1,20044,False
s05_1test_r1_t12,5,1test,1,12,1,21939,False
s05_1test_r1_t13,5,1test,1,13,1,23911,False
s05_1test_r1_t15,5,1test,1,15,2,27822,False
s05_1test_r1_t16,5,1test,1,16,2,29942,False
s05_1test_r1_t17,5,1test,1,17,1,31950,False
s05_1test_r1_t18,5,1test,1,18,1,34016,False
s05_1test_r1_t20,5,1test,1,20,1,38118,False
s05_1test_r1_t21,5,1test,1,21,2,40188,False
s05_1test_r1_t25,5,1test,1,25,1,48164,True
s05_1test_r1_t28,5,1test,1,28,2,54233,False
s05_1test_r1_t31,5,1test,1,31,2,60305,True
s05_1test_r1_t32,5,1test,1,32,1,62412,False
s05_1test_r1_t33,5,1test,1,33,2,64504,False
s05_1test_r1_t39,5,1test,1,39,1,76657,False
s05_1test_r1_t41,5,1test,1,41,2,80663,False
s05_1test_r1_t43,5,1test,1,43,2,84631,False
s05_1test_r1_t46,5,1test,1,46,2,90584,False
s05_1test_r1_t48,5,1test,1,48,1,94757,False
s05_1test_r2_t01,5,1test,2,1,1,250,False
s05_1test_r2_t02,5,1test,2,2,1,2253,False
s05_1test_r2_t04,5,1test,2,4,2,6123,False
s05_1test_r2_t05,5,1test,2,5,1,8131,False
s05_1test_r2_t07,5,1test,2,7,1,12159,False
s05_1test_r2_t09,5,1test,2,9,2,16140,False
s05_1test_r2_t11,5,1test,2,11,1,20044,False
s05_1test_r2_t14,5,1test,2,14,1,25855,False
s05_1test_r2_t16,5,1test,2,16,2,29942,False
s05_1test_r2_t21,5,1test,2,21,1,40188,False
s05_1test_r2_t23,5,1test,2,23,2,44180,False
s05_1test_r2_t25,5,1test,2,25,2,48164,False
s05_1test_r2_t26,5,1test,2,26,1,50125,False
s05_1test_r2_t28,5,1test,2,28,2,54233,True
s05_1test_r2_t29,5,1test,2,29,1,56208,False
s05_1test_r2_t32,5,1test,2,32,1,62412,False
s05_1test_r2_t36,5,1test,2,36,2,70702,False
s05_1test_r2_t37,5,1test,2,37,1,72722,False
s05_1test_r2_t38,5,1test,2,38,2,74694,False
s05_1test_r2_t40,5,1test,2,40,2,78582,False
s05_1test_r2_t43,5,1test,2,43,2,84631,False
s05_1test_r2_t44,5,1test,2,44,2,86750,False
s05_1test_r2_t45,5,1test,2,45,2,88656,False
s05_1test_r2_t48,5,1test,2,48,1,94757,False
s05_1test_r3_t01,5,1test,3,1,2,250,False
s05_1test_r3_t03,5,1test,3,3,1,4171,False
s05_1test_r3_t07,5,1test,3,7,1,12159,False
s05_1test_r3_t08,5,1test,3,8,1,14209,False
s05_1test_r3_t10,5,1test,3,10,2,18138,False
s05_1test_r3_t14,5,1test,3,14,2,25855,False
s05_1test_r3_t15,5,1test,3,15,1,27822,False
s05_1test_r3_t17,5,1test,3,17,2,31950,False
s05_1test_r3_t19,5,1test,3,19,1,36052,False
s05_1test_r3_t22,5,1test,3,22,2,42268,False
s05_1test_r3_t25,5,1test,3,25,1,48164,False
s05_1test_r3_t26,5,1test,3,26,2,50125,False
s05_1test_r3_t27,5,1test,3,27,2,52229,False
s05_1test_r3_t30,5,1test,3,30,2,58234,False
s05_1test_r3_t31,5,1test,3,31,1,60305,False
s05_1test_r3_t32,5,1test,3,32,1,62412,False
s05_1test_r3_t34,5,1test,3,34,2,66595,False
s05_1test_r3_t35,5,1test,3,35,1,68638,False
s05_1test_r3_t37,5,1test,3,37,2,72722,False
s05_1test_r3_t38,5,1test,3,38,2,74694,False
s05_1test_r3_t40,5,1test,3,40,1,78582,False
s05_1test_r3_t46,5,1test,3,46,1,90584,False
s05_1test_r3_t47,5,1test,3,47,2,92698,False
s05_1test_r3_t48,5,1test,3,48,1,94757,False
s05_1test_r4_t01,5,1test,4,1,2,250,True
s05_1test_r4_t02,5,1test,4,2,1,2253,False
s05_1test_r4_t03,5,1test,4,3,1,4171,False
s05_1test_r4_t06,5,1test,4,6,2,10242,False
s05_1test_r4_t09,5,1test,4,9,1,16140,False
s05_1test_r4_t11,5,1test,4,11,1,20044,False
s05_1test_r4_t12,5,1test,4,12,1,21939,False
s05_1test_r4_t13,5,1test,4,13,2,23911,False
s05_1test_r4_t16,5,1test,4,16,2,29942,False
s05_1test_r4_t22,5,1test,4,22,2,42268,False
s05_1test_r4_t23,5,1test,4,23,2,44180,False
s05_1test_r4_t25,5,1test,4,25,1,48164,False
s05_1test_r4_t26,5,1test,4,26,2,50125,False
s05_1test_r4_t27,5,1test,4,27,2,52229,False
s05_1test_r4_t28,5,1test,4,28,2,54233,False
s05_1test_r4_t31,5,1test,4,31,1,60305,False
s05_1test_r4_t33,5,1test,4,33,1,64504,False
s05_1test_r4_t35,5,1test,4,35,1,68638,False
s05_1test_r4_t37,5,1test,4,37,1,72722,False
s05_1test_r4_t39,5,1test,4,39,1,76657,False
s05_1test_r4_t40,5,1test,4,40,2,78582,False
s05_1test_r4_t44,5,1test,4,44,1,86750,False
s05_1test_r4_t45,5,1test,4,45,2,88656,False
s05_1test_r4_t47,5,1test,4,47,2,92698,False
s05_1test_r5_t02,5,1test,5,2,1,2253,False
s05_1test_r5_t04,5,1test,5,4,2,6123,False
s05_1test_r5_t06,5,1test,5,6,1,10242,False
s05_1test_r5_t07,5,1test,5,7,1,12159,False
s05_1test_r5_t10,5,1test,5,10,2,18138,False
s05_1test_r5_t12,5,1test,5,12,2,21939,False
s05_1test_r5_t13,5,1test,5,13,2,23911,False
s05_1test_r5_t14,5,1test,5,14,1,25855,False
s05_1test_r5_t15,5,1test,5,15,2,27822,False
s05_1test_r5_t18,5,1test,5,18,2,34016,False
s05_1test_r5_t19,5,1test,5,19,2,36052,False
s05_1test_r5_t20,5,1test,5,20,2,38118,False
s05_1test_r5_t21,5,1test,5,21,2,40188,False
s05_1test_r5_t26,5,1test,5,26,1,50125,False
s05_1test_r5_t27,5,1test,5,27,2,52229,False
s05_1test_r5_t29,5,1test,5,29,2,56208,False
s05_1test_r5_t30,5,1test,5,30,1,58234,False
s05_1test_r5_t32,5,1test,5,32,1,62412,False
s05_1test_r5_t34,5,1test,5,34,1,66595,False
s05_1test_r5_t35,5,1test,5,35,1,68638,False
s05_1test_r5_t36,5,1test,5,36,1,70702,False
s05_1test_r5_t37,5,1test,5,37,1,72722,False
s05_1test_r5_t41,5,1test,5,41,2,80663,False
s05_1test_r5_t47,5,1test,5,47,1,92698,False
s06_0train_r0_t02,6,0train,0,2,2,2253,False
s06_0train_r0_t03,6,0train,0,3,2,4171,False
s06_0train_r0_t04,6,0train,0,4,1,6123,False
s06_0train_r0_t08,6,0train,0,8,2,14209,False
s06_0train_r0_t10,6,0train,0,10,1,18138,False
s06_0train_r0_t11,6,0train,0,11,1,20044,False
s06_0train_r0_t12,6,0train,0,12,2,21939,False
s06_0train_r0_t15,6,0train,0,15,2,27822,False
s06_0train_r0_t20,6,0train,0,20,1,38118,False
s06_0train_r0_t22,6,0train,0,22,1,42268,False
s06_0train_r0_t25,6,0train,0,25,1,48164,False
s06_0train_r0_t26,6,0train,0,26,1,50125,False
s06_0train_r0_t27,6,0train,0,27,2,52229,False
s06_0train_r0_t28,6,0train,0,28,2,54233,False
s06_0train_r0_t29,6,0train,0,29,1,56208,False
s06_0train_r0_t31,6,0train,0,31,2,60305,False
s06_0train_r0_t34,6,0train,0,34,1,66595,False
s06_0train_r0_t36,6,0train,0,36,1,70702,False
s06_0train_r0_t38,6,0train,0,38,2,74694,True
s06_0train_r0_t41,6,0train,0,41,2,80663,False
s06_0train_r0_t43,6,0train,0,43,2,84631,False
s06_0train_r0_t45,6,0train,0,45,1,88656,False
s06_0train_r0_t46,6,0train,0,46,2,90584,True
s06_0train_r0_t48,6,0train,0,48,1,94757,False
s06_0train_r1_t02,6,0train,1,2,1,2253,False
s06_0train_r1_t03,6,0train,1,3,1,4171,True
s06_0train_r1_t05,6,0train,1,5,1,8131,False
s06_0train_r1_t08,6,0train,1,8,2,14209,False
s06_0train_r1_t10,6,0train,1,10,2,18138,True
s06_0train_r1_t13,6,0train,1,13,1,23911,False
s06_0train_r1_t14,6,0train,1,14,2,25855,False
s06_0train_r1_t16,6,0train,1,16,1,29942,False
s06_0train_r1_t17,6,0train,1,17,1,31950,False
s06_0train_r1_t20,6,0train,1,20,2,38118,False
s06_0train_r1_t21,6,0train,1,21,1,40188,False
s06_0train_r1_t29,6,0train,1,29,1,56208,False
s06_0train_r1_t30,6,0train,1,30,2,58234,True
s06_0train_r1_t31,6,0train,1,31,2,60305,False
s06_0train_r1_t32,6,0train,1,32,2,62412,False
s06_0train_r1_t35,6,0train,1,35,2,68638,False
s06_0train_r1_t37,6,0train,1,37,1,72722,False
s06_0train_r1_t40,6,0train,1,40,2,78582,False
s06_0train_r1_t41,6,0train,1,41,2,80663,False
s06_0train_r1_t42,6,0train,1,42,1,82641,True
s06_0train_r1_t43,6,0train,1,43,2,84631,False
s06_0train_r1_t44,6,0train,1,44,1,86750,True
s06_0train_r1_t45,6,0train,1,45,1,88656,True
s06_0train_r1_t48,6,0train,1,48,2,94757,True
s06_0train_r2_t01,6,0train,2,1,2,250,True
s06_0train_r2_t03,6,0train,2,3,1,4171,False
s06_0train_r2_t05,6,0train,2,5,2,8131,False
s06_0train_r2_t07,6,0train,2,7,1,12159,False
s06_0train_r2_t08,6,0train,2,8,2,14209,False
s06_0train_r2_t11,6,0train,2,11,2,20044,False
s06_0train_r2_t13,6,0train,2,13,2,23911,False
s06_0train_r2_t14,6,0train,2,14,1,25855,False
